customer_id,age,gender,location,time_zone,preferred_contact_method,last_engagement_time,avg_engagement_rate,segment,last_purchase,message_type,sent_time,opened,clicked,purchased,push_app_best_hour,email_app_best_hour,app_most_active_time,event_hour,event_name,category,number_of_users
CUST1136,38,Male,California,EST,Email,2024-09-19 03:32:00,0.86,Frequent Buyer,2024-08-26 18:54:33,Informational,2024-07-14 00:58:56,1,0,0,18,15,14,15,Product Viewed,Smartphones,280
CUST1137,25,Male,New York,MST,Email,2024-08-28 20:38:38,0.84,Loyal Customer,2024-09-18 05:37:03,Transactional,2024-08-09 10:39:10,1,0,0,21,6,21,14,Product Viewed,Smartphones,177
CUST1138,64,Female,New York,MST,Email,2024-07-23 10:19:45,0.33,First-Time Buyer,,Transactional,2024-09-24 06:35:37,0,0,0,2,17,19,8,Product Viewed,Smartphones,319
CUST1139,19,Female,Florida,EST,Email,2024-08-08 19:51:16,0.77,At-Risk,,Promotional,2024-08-05 01:38:01,1,1,0,1,6,11,11,Product Viewed,Smartphones,417
CUST1140,51,Other,California,EST,Email,2024-08-08 22:20:34,0.73,At-Risk,2024-08-06 02:22:09,Promotional,2024-08-12 01:00:46,0,0,0,23,16,3,14,Product Viewed,Smartphones,449
CUST1141,37,Male,California,CST,Email,2024-07-15 00:14:10,0.32,At-Risk,2024-09-06 20:16:27,Transactional,2024-07-27 00:35:06,1,0,0,23,12,12,7,Product Viewed,Smartphones,63
CUST1142,37,Male,Texas,EST,Email,2024-07-21 21:25:27,0.39,Loyal Customer,2024-09-27 23:38:33,Transactional,2024-09-02 18:53:18,1,0,0,10,10,12,18,Product Viewed,Smartphones,165
CUST1143,35,Other,Texas,MST,Push,2024-09-15 04:21:00,0.32,High-Value,2024-09-17 07:55:44,Transactional,2024-08-30 04:45:20,1,1,1,17,17,10,10,Product Viewed,Smartphones,237
CUST1144,40,Other,Texas,MST,Email,2024-08-05 10:40:18,0.15,First-Time Buyer,2024-08-13 03:41:11,Transactional,2024-09-09 00:04:36,1,0,0,2,18,14,13,Product Viewed,Smartphones,199
CUST1145,62,Other,Florida,MST,Email,2024-07-30 11:37:48,0.87,First-Time Buyer,2024-09-01 20:48:06,Promotional,2024-07-31 07:53:11,1,1,0,11,12,18,21,Product Viewed,Smartphones,155
CUST1146,33,Female,California,EST,Email,2024-08-17 16:38:00,0.74,Frequent Buyer,2024-07-03 01:35:44,Promotional,2024-08-14 11:58:07,0,0,0,15,15,8,18,Product Viewed,Smartphones,203
CUST1147,61,Other,New York,MST,Push,2024-08-28 04:24:16,0.15,Frequent Buyer,2024-08-07 08:41:36,Transactional,2024-07-09 19:09:26,0,0,0,7,7,16,8,Product Viewed,Smartphones,218
CUST1148,47,Male,New York,PST,Email,2024-09-27 11:49:33,0.88,First-Time Buyer,2024-09-12 23:46:21,Informational,2024-08-14 14:37:28,0,0,0,7,1,5,9,Product Viewed,Smartphones,478
CUST1149,54,Other,Texas,CST,Push,2024-09-20 02:09:05,0.59,High-Value,2024-09-26 10:42:05,Promotional,2024-07-20 12:21:35,0,0,0,9,9,22,5,Product Viewed,Smartphones,361
CUST1150,54,Female,Texas,MST,Push,2024-07-22 17:17:36,0.75,First-Time Buyer,2024-09-19 07:47:19,Informational,2024-07-07 05:10:33,1,0,0,17,17,9,11,Product Viewed,Smartphones,467
CUST1151,51,Other,California,MST,Email,2024-09-18 19:02:58,0.23,High-Value,,Informational,2024-09-18 22:28:25,1,0,0,7,6,21,6,Product Viewed,Smartphones,375
CUST1152,53,Male,Texas,CST,Email,2024-09-12 10:48:40,0.26,At-Risk,,Transactional,2024-09-13 08:56:22,1,1,1,4,14,22,19,Product Viewed,Smartphones,369
CUST1153,48,Female,California,EST,Push,2024-09-21 19:59:34,0.66,At-Risk,,Informational,2024-07-28 18:42:08,1,0,0,2,2,1,9,Product Viewed,Smartphones,470
CUST1154,33,Other,California,CST,Email,2024-08-24 16:02:12,0.57,Loyal Customer,,Informational,2024-08-31 20:42:28,0,0,0,1,5,15,13,Product Viewed,Smartphones,297
CUST1155,34,Other,Texas,PST,Push,2024-07-31 02:43:49,0.28,High-Value,,Transactional,2024-08-04 03:33:51,1,1,1,13,13,21,20,Product Viewed,Smartphones,188
CUST1156,46,Female,Texas,EST,Push,2024-08-05 14:21:34,0.5,High-Value,2024-07-08 08:06:29,Transactional,2024-09-28 08:44:02,1,0,0,21,21,12,13,Product Viewed,Smartphones,238
CUST1157,44,Female,California,CST,Email,2024-09-10 08:36:46,0.54,Frequent Buyer,,Promotional,2024-08-07 18:25:08,0,0,0,19,20,19,14,Product Viewed,Smartphones,368
CUST1158,42,Female,Florida,MST,Push,2024-09-02 08:21:41,0.41,First-Time Buyer,2024-08-18 23:36:31,Transactional,2024-07-11 11:27:54,1,1,1,9,9,11,8,Product Viewed,Smartphones,226
CUST1159,58,Male,Illinois,EST,Email,2024-07-25 09:22:47,0.66,Frequent Buyer,2024-08-18 09:24:32,Informational,2024-07-09 01:11:17,0,0,0,6,20,15,10,Product Viewed,Smartphones,273
CUST1160,30,Other,Texas,PST,Email,2024-07-25 01:58:54,0.28,At-Risk,,Promotional,2024-09-01 06:56:03,1,0,0,10,22,9,2,Product Viewed,Smartphones,479
CUST1161,45,Other,Illinois,PST,Email,2024-07-19 21:51:09,0.75,High-Value,2024-09-16 01:54:56,Promotional,2024-09-17 01:59:00,1,0,0,16,21,2,13,Product Viewed,Smartphones,239
CUST1162,18,Female,California,PST,Email,2024-09-13 11:35:26,0.78,High-Value,,Promotional,2024-09-30 00:31:51,0,0,0,9,5,1,9,Product Viewed,Smartphones,237
CUST1163,43,Male,Florida,CST,Push,2024-07-19 01:32:04,0.67,Frequent Buyer,2024-09-30 02:56:51,Informational,2024-08-05 05:23:42,1,0,0,0,0,14,23,Product Viewed,Smartphones,82
CUST1164,35,Male,New York,CST,Push,2024-09-19 09:25:30,0.35,High-Value,2024-08-21 16:59:01,Transactional,2024-07-04 18:26:20,0,0,0,19,19,17,6,Product Viewed,Smartphones,404
CUST1165,21,Female,Illinois,MST,Email,2024-09-13 14:45:22,0.49,First-Time Buyer,2024-07-14 17:05:55,Promotional,2024-09-24 10:29:44,1,0,0,17,2,20,13,Product Viewed,Smartphones,360
CUST1166,25,Other,New York,PST,Push,2024-08-27 10:12:23,0.56,First-Time Buyer,2024-08-30 14:58:34,Promotional,2024-07-26 08:22:51,0,0,0,11,11,13,11,Product Viewed,Smartphones,460
CUST1167,58,Female,California,MST,Email,2024-07-03 01:11:18,0.51,High-Value,2024-08-05 04:02:01,Transactional,2024-08-16 01:54:00,1,1,0,19,5,22,16,Product Viewed,Smartphones,452
CUST1168,44,Male,Illinois,EST,Email,2024-08-16 15:13:36,0.79,First-Time Buyer,2024-09-20 23:08:49,Informational,2024-09-03 08:03:13,1,0,0,0,21,4,22,Product Viewed,Smartphones,80
CUST1169,21,Male,Texas,MST,Email,2024-09-29 08:22:08,0.46,High-Value,,Promotional,2024-09-23 11:25:53,0,0,0,14,12,12,7,Product Viewed,Smartphones,452
CUST1170,38,Male,Texas,MST,Push,2024-07-14 05:38:41,0.55,Loyal Customer,,Transactional,2024-07-21 23:18:52,0,0,0,3,3,20,9,Product Viewed,Smartphones,332
CUST1171,62,Other,Illinois,EST,Push,2024-09-21 01:04:20,0.53,Loyal Customer,2024-08-21 05:52:45,Transactional,2024-08-11 18:07:16,1,0,0,5,5,21,23,Product Viewed,Smartphones,73
CUST1172,51,Other,Florida,CST,Push,2024-09-26 08:15:47,0.29,Loyal Customer,2024-09-11 14:21:21,Transactional,2024-08-23 04:13:41,0,0,0,18,18,18,5,Product Viewed,Smartphones,218
CUST1173,64,Male,California,CST,Email,2024-08-14 08:18:03,0.48,At-Risk,2024-08-21 09:29:25,Promotional,2024-08-23 05:20:32,1,0,0,3,0,3,3,Product Viewed,Smartphones,156
CUST1174,30,Male,California,PST,Email,2024-08-16 23:07:47,0.18,Loyal Customer,2024-09-29 01:22:28,Transactional,2024-09-08 11:42:18,0,0,0,19,3,4,11,Product Viewed,Smartphones,471
CUST1175,37,Other,Illinois,EST,Push,2024-08-16 12:28:04,0.75,Frequent Buyer,2024-08-29 18:53:27,Informational,2024-07-19 16:39:34,1,1,0,3,3,17,19,Product Viewed,Smartphones,233
CUST1176,18,Other,Texas,MST,Push,2024-07-19 17:33:21,0.23,Loyal Customer,2024-09-03 16:02:29,Promotional,2024-08-20 23:16:02,0,0,0,6,6,10,2,Product Viewed,Smartphones,379
CUST1177,28,Male,Florida,PST,Push,2024-07-07 18:30:57,0.89,Loyal Customer,2024-07-30 20:53:15,Promotional,2024-09-15 17:31:26,0,0,0,17,17,7,2,Product Viewed,Smartphones,268
CUST1178,32,Other,California,MST,Email,2024-07-11 04:32:17,0.55,Frequent Buyer,,Transactional,2024-07-20 13:42:31,1,1,0,1,1,14,1,Product Viewed,Smartphones,181
CUST1179,30,Other,Illinois,MST,Email,2024-08-10 22:52:39,0.84,High-Value,2024-09-15 22:43:55,Informational,2024-07-09 11:34:13,1,0,0,13,14,11,5,Product Viewed,Smartphones,185
CUST1180,26,Male,California,EST,Push,2024-07-11 10:53:07,0.41,First-Time Buyer,2024-08-30 13:14:54,Informational,2024-07-22 18:56:00,1,0,0,9,9,1,13,Product Viewed,Smartphones,70
CUST1181,46,Other,Illinois,MST,Email,2024-07-03 07:38:47,0.54,Loyal Customer,2024-08-07 08:34:46,Promotional,2024-09-30 09:39:21,0,0,0,23,21,5,22,Product Viewed,Smartphones,492
CUST1182,24,Other,Texas,CST,Email,2024-08-27 20:14:33,0.27,At-Risk,2024-08-05 06:06:49,Promotional,2024-08-25 17:05:54,0,0,0,21,12,18,9,Product Viewed,Smartphones,465
CUST1183,64,Male,Florida,MST,Email,2024-08-26 19:00:17,0.45,Loyal Customer,,Transactional,2024-08-04 14:06:25,1,1,0,10,0,20,18,Product Viewed,Smartphones,340
CUST1184,26,Male,Florida,MST,Push,2024-09-04 19:33:03,0.19,Frequent Buyer,2024-09-21 23:03:15,Promotional,2024-08-14 21:29:32,1,0,0,23,23,15,8,Product Viewed,Smartphones,373
CUST1185,31,Male,New York,MST,Push,2024-07-20 10:08:56,0.32,First-Time Buyer,2024-08-07 06:20:51,Transactional,2024-07-16 21:48:09,0,0,0,7,7,4,11,Product Viewed,Smartphones,163
CUST1186,51,Male,Florida,CST,Email,2024-09-06 22:19:00,0.8,High-Value,,Transactional,2024-07-11 21:50:48,0,0,0,12,7,8,17,Product Viewed,Smartphones,442
CUST1187,57,Female,Florida,MST,Push,2024-08-11 13:45:12,0.8,Loyal Customer,2024-07-20 15:41:52,Promotional,2024-07-21 15:22:16,0,0,0,13,13,18,1,Product Viewed,Smartphones,246
CUST1188,35,Female,New York,EST,Push,2024-08-03 02:47:31,0.62,First-Time Buyer,,Informational,2024-07-30 21:48:05,1,1,0,7,7,21,19,Product Viewed,Smartphones,477
CUST1189,45,Other,New York,EST,Email,2024-09-26 01:28:11,0.33,Loyal Customer,,Transactional,2024-08-21 23:32:58,0,0,0,4,13,15,16,Product Viewed,Smartphones,385
CUST1190,33,Other,Texas,CST,Push,2024-08-20 05:10:02,0.67,Frequent Buyer,,Promotional,2024-07-20 15:27:46,1,1,0,4,4,16,16,Product Viewed,Smartphones,183
CUST1191,32,Male,Illinois,PST,Push,2024-09-17 12:44:36,0.58,At-Risk,,Promotional,2024-07-21 18:27:36,1,0,0,16,16,22,23,Product Viewed,Smartphones,455
CUST1192,52,Male,California,PST,Email,2024-07-15 13:46:28,0.81,Loyal Customer,2024-08-08 05:25:39,Transactional,2024-09-03 22:02:55,1,1,1,2,1,16,0,Product Viewed,Smartphones,91
CUST1193,60,Female,New York,MST,Push,2024-07-18 22:38:24,0.34,High-Value,,Transactional,2024-07-11 09:08:24,0,0,0,16,16,2,4,Product Viewed,Smartphones,138
CUST1194,43,Female,New York,EST,Push,2024-09-01 20:30:16,0.76,High-Value,2024-07-23 05:38:03,Informational,2024-07-24 13:59:20,0,0,0,4,4,21,23,Product Viewed,Smartphones,338
CUST1195,40,Other,New York,MST,Email,2024-08-03 06:17:10,0.35,Frequent Buyer,,Promotional,2024-08-12 13:06:22,0,0,0,10,11,7,19,Product Viewed,Smartphones,253
CUST1196,44,Male,New York,CST,Push,2024-08-30 18:06:03,0.56,At-Risk,,Transactional,2024-08-05 19:47:05,0,0,0,1,1,9,23,Product Viewed,Smartphones,272
CUST1197,58,Male,California,MST,Push,2024-07-23 16:59:24,0.8,At-Risk,2024-09-23 13:55:29,Transactional,2024-09-04 21:17:52,1,0,0,22,22,19,6,Product Viewed,Smartphones,240
CUST1198,39,Other,California,PST,Push,2024-09-25 03:47:28,0.26,Frequent Buyer,2024-08-04 19:26:35,Promotional,2024-07-23 14:52:41,0,0,0,17,17,22,19,Product Viewed,Smartphones,308
CUST1199,20,Other,Florida,PST,Email,2024-07-30 19:19:05,0.72,High-Value,2024-08-17 13:11:15,Promotional,2024-09-09 15:17:20,1,1,1,16,11,1,21,Product Viewed,Smartphones,199
CUST1200,32,Other,New York,PST,Email,2024-09-17 15:21:47,0.89,At-Risk,2024-07-09 00:38:44,Promotional,2024-08-15 01:59:10,1,1,0,13,5,11,8,Product Viewed,Smartphones,468
CUST1201,34,Male,Florida,MST,Email,2024-08-11 12:46:25,0.77,At-Risk,2024-07-31 11:39:01,Promotional,2024-08-13 06:20:24,0,0,0,4,11,5,4,Product Viewed,Smartphones,389
CUST1202,48,Female,Texas,CST,Push,2024-07-26 23:27:49,0.16,At-Risk,2024-07-06 21:21:45,Informational,2024-09-11 20:35:45,1,1,1,16,16,21,8,Product Viewed,Smartphones,324
CUST1203,56,Other,Texas,CST,Email,2024-07-20 23:45:33,0.76,Frequent Buyer,2024-09-21 10:49:53,Transactional,2024-09-26 01:34:29,1,0,0,17,7,20,8,Product Viewed,Smartphones,189
CUST1204,31,Male,New York,CST,Push,2024-08-27 11:56:32,0.67,High-Value,,Transactional,2024-07-04 06:33:41,1,1,1,8,8,6,2,Product Viewed,Smartphones,404
CUST1205,59,Other,California,PST,Email,2024-07-03 00:46:47,0.87,First-Time Buyer,2024-08-27 22:49:37,Informational,2024-09-15 02:51:22,0,0,0,17,15,3,23,Product Viewed,Smartphones,385
CUST1206,47,Male,California,CST,Push,2024-08-28 02:10:29,0.24,At-Risk,,Promotional,2024-07-23 06:15:58,1,1,1,22,22,10,6,Product Viewed,Smartphones,497
CUST1207,58,Female,Illinois,CST,Push,2024-09-28 15:39:18,0.34,Loyal Customer,,Transactional,2024-07-12 14:14:37,0,0,0,9,9,10,3,Product Viewed,Smartphones,78
CUST1208,40,Female,Illinois,PST,Email,2024-08-18 08:23:23,0.56,Loyal Customer,2024-09-03 04:24:22,Informational,2024-09-10 09:39:32,0,0,0,19,19,13,12,Product Viewed,Smartphones,51
CUST1209,51,Male,California,MST,Push,2024-07-05 00:16:39,0.85,Loyal Customer,2024-07-06 07:04:13,Promotional,2024-08-14 21:32:40,0,0,0,3,3,19,11,Product Viewed,Smartphones,311
CUST1210,65,Female,Florida,EST,Push,2024-09-15 05:29:54,0.38,Loyal Customer,2024-07-30 10:53:54,Informational,2024-07-22 02:29:58,1,1,1,17,17,13,7,Product Viewed,Smartphones,76
CUST1211,65,Female,New York,EST,Push,2024-09-08 18:06:19,0.54,Frequent Buyer,2024-09-01 17:16:04,Informational,2024-08-16 19:13:32,0,0,0,11,11,20,13,Product Viewed,Smartphones,289
CUST1212,36,Female,California,EST,Push,2024-07-04 11:47:57,0.31,Frequent Buyer,2024-08-28 15:13:52,Informational,2024-08-31 14:57:24,0,0,0,7,7,3,15,Product Viewed,Smartphones,102
CUST1213,58,Male,New York,MST,Push,2024-07-13 06:43:12,0.39,High-Value,2024-08-26 17:14:28,Transactional,2024-08-05 11:06:24,0,0,0,4,4,15,1,Product Viewed,Smartphones,51
CUST1214,47,Female,Texas,CST,Email,2024-07-20 01:52:34,0.85,High-Value,,Transactional,2024-08-17 15:31:49,0,0,0,4,5,10,20,Product Viewed,Smartphones,157
CUST1215,22,Male,Illinois,PST,Push,2024-08-20 12:37:59,0.42,High-Value,2024-08-04 23:04:35,Transactional,2024-08-12 19:53:26,0,0,0,4,4,15,21,Product Viewed,Smartphones,240
CUST1216,43,Female,New York,EST,Email,2024-08-25 11:38:36,0.37,High-Value,,Promotional,2024-08-24 12:21:47,0,0,0,20,12,14,10,Product Viewed,Smartphones,50
CUST1217,23,Male,Florida,MST,Push,2024-08-07 21:47:25,0.7,High-Value,2024-08-21 18:01:33,Transactional,2024-08-03 21:06:01,1,1,0,11,11,12,9,Product Viewed,Smartphones,299
CUST1218,63,Other,Illinois,PST,Push,2024-07-26 06:56:25,0.15,First-Time Buyer,,Transactional,2024-08-18 05:42:39,1,1,1,20,20,11,13,Product Viewed,Smartphones,58
CUST1219,40,Female,New York,MST,Email,2024-07-20 18:43:19,0.76,Loyal Customer,2024-09-15 09:48:38,Informational,2024-09-27 02:35:22,1,1,0,18,8,16,19,Product Viewed,Smartphones,106
CUST1220,30,Other,Illinois,EST,Push,2024-09-25 19:29:20,0.3,First-Time Buyer,,Transactional,2024-09-21 13:19:23,1,1,1,4,4,23,14,Product Viewed,Smartphones,419
CUST1221,32,Female,California,CST,Push,2024-09-11 23:44:57,0.79,Loyal Customer,2024-08-17 05:30:56,Transactional,2024-07-15 02:33:10,1,1,1,7,7,11,19,Product Viewed,Smartphones,200
CUST1222,54,Female,California,EST,Push,2024-08-29 00:46:09,0.85,First-Time Buyer,2024-08-28 19:23:20,Promotional,2024-09-17 04:56:57,0,0,0,15,15,5,22,Product Viewed,Smartphones,92
CUST1223,62,Female,Florida,PST,Push,2024-07-27 06:23:22,0.66,Loyal Customer,2024-07-19 21:39:05,Informational,2024-09-14 05:26:26,0,0,0,23,23,16,3,Product Viewed,Smartphones,175
CUST1224,53,Other,Texas,PST,Email,2024-07-05 22:07:32,0.15,Loyal Customer,2024-08-03 08:07:02,Transactional,2024-09-28 18:38:30,0,0,0,22,19,0,21,Product Viewed,Smartphones,323
CUST1225,56,Female,California,PST,Push,2024-07-30 01:14:40,0.74,Frequent Buyer,,Transactional,2024-08-06 13:10:05,1,1,0,8,8,10,14,Product Viewed,Smartphones,68
CUST1226,52,Female,California,EST,Email,2024-07-26 11:41:49,0.77,At-Risk,2024-09-20 08:08:35,Transactional,2024-07-23 09:37:19,1,1,1,19,5,5,23,Product Viewed,Smartphones,87
CUST1227,56,Male,Texas,EST,Email,2024-07-27 17:53:50,0.87,Loyal Customer,2024-09-07 18:46:36,Promotional,2024-07-25 02:11:37,0,0,0,0,1,8,4,Product Viewed,Smartphones,348
CUST1228,53,Female,California,EST,Push,2024-07-15 12:35:42,0.23,High-Value,,Informational,2024-09-23 17:31:20,0,0,0,16,16,23,14,Product Viewed,Smartphones,259
CUST1229,46,Male,Illinois,EST,Push,2024-07-03 22:33:45,0.21,Loyal Customer,2024-08-13 03:40:34,Transactional,2024-07-23 22:22:01,1,1,1,21,21,22,12,Product Viewed,Smartphones,198
CUST1230,23,Female,New York,EST,Email,2024-07-06 17:07:44,0.9,At-Risk,,Promotional,2024-08-06 06:01:38,1,1,0,19,17,6,0,Product Viewed,Smartphones,262
CUST1231,64,Female,New York,CST,Email,2024-07-19 15:05:40,0.81,Loyal Customer,2024-09-29 01:47:23,Transactional,2024-07-24 06:31:24,1,0,0,1,20,20,16,Product Viewed,Smartphones,412
CUST1232,22,Male,New York,CST,Push,2024-07-25 07:46:26,0.67,Frequent Buyer,2024-08-11 13:25:09,Promotional,2024-07-10 09:43:26,1,0,0,19,19,16,1,Product Viewed,Smartphones,174
CUST1233,65,Female,New York,EST,Push,2024-07-03 20:58:10,0.76,High-Value,2024-09-20 11:35:15,Transactional,2024-09-03 07:30:13,1,0,0,20,20,11,23,Product Viewed,Smartphones,418
CUST1234,21,Other,Florida,MST,Push,2024-08-16 11:05:56,0.79,High-Value,,Transactional,2024-07-25 17:27:23,1,1,0,7,7,15,6,Product Viewed,Smartphones,310
CUST1235,53,Female,Illinois,CST,Email,2024-07-25 15:44:25,0.58,First-Time Buyer,,Informational,2024-08-18 19:32:33,1,0,0,5,13,18,7,Product Viewed,Smartphones,345
CUST1236,31,Female,Illinois,CST,Push,2024-07-22 16:08:25,0.38,High-Value,,Informational,2024-08-03 12:15:29,0,0,0,1,1,15,22,Product Viewed,Smartphones,160
CUST1237,42,Male,Florida,PST,Push,2024-09-11 03:00:40,0.42,Loyal Customer,2024-07-05 01:03:49,Informational,2024-07-07 05:43:16,1,0,0,12,12,7,2,Product Viewed,Smartphones,208
CUST1238,49,Male,Illinois,EST,Email,2024-09-21 11:54:50,0.66,Loyal Customer,2024-09-25 15:28:36,Informational,2024-08-02 03:33:24,0,0,0,8,21,14,6,Product Viewed,Smartphones,127
CUST1239,54,Other,California,PST,Push,2024-08-04 12:47:49,0.21,At-Risk,2024-08-06 06:42:16,Promotional,2024-07-28 03:52:52,0,0,0,0,0,23,3,Product Viewed,Smartphones,295
CUST1240,29,Male,New York,MST,Email,2024-07-21 08:03:27,0.54,First-Time Buyer,2024-09-12 13:32:58,Transactional,2024-07-25 22:13:08,1,0,0,7,3,11,0,Product Viewed,Smartphones,422
CUST1241,39,Other,New York,MST,Email,2024-07-30 17:29:24,0.28,High-Value,2024-07-10 04:40:06,Informational,2024-07-09 19:19:13,1,0,0,20,6,7,2,Product Viewed,Smartphones,99
CUST1242,63,Other,Florida,MST,Email,2024-09-26 06:35:54,0.12,At-Risk,,Transactional,2024-08-17 11:54:46,1,0,0,13,11,0,9,Product Viewed,Smartphones,318
CUST1243,25,Male,Texas,CST,Push,2024-07-06 16:16:49,0.24,Loyal Customer,2024-08-28 16:24:51,Informational,2024-08-31 12:57:11,1,0,0,16,16,22,0,Product Viewed,Smartphones,477
CUST1244,51,Female,New York,CST,Push,2024-08-08 11:32:04,0.12,Loyal Customer,2024-09-14 06:30:10,Promotional,2024-08-24 13:04:12,1,0,0,18,18,17,0,Product Viewed,Smartphones,447
CUST1245,54,Other,Illinois,CST,Push,2024-09-16 22:32:10,0.72,Loyal Customer,,Promotional,2024-09-01 22:22:22,0,0,0,17,17,4,2,Product Viewed,Smartphones,275
CUST1246,44,Other,California,MST,Push,2024-08-19 09:10:40,0.26,High-Value,2024-09-04 02:40:27,Transactional,2024-08-29 11:03:37,1,1,0,18,18,0,0,Product Viewed,Smartphones,243
CUST1247,58,Male,Texas,PST,Push,2024-09-06 14:22:35,0.45,High-Value,2024-07-18 09:56:23,Transactional,2024-09-18 15:56:02,0,0,0,16,16,19,11,Product Viewed,Smartphones,201
CUST1248,57,Female,Texas,PST,Push,2024-08-28 21:08:49,0.8,High-Value,2024-08-30 08:09:08,Transactional,2024-07-08 19:30:37,0,0,0,21,21,7,5,Product Viewed,Smartphones,498
CUST1249,37,Male,California,CST,Push,2024-09-20 12:13:42,0.35,High-Value,,Promotional,2024-09-12 03:00:37,1,0,0,0,0,22,7,Product Viewed,Smartphones,447
CUST1250,36,Male,Illinois,PST,Push,2024-08-07 14:57:22,0.8,First-Time Buyer,,Transactional,2024-07-14 01:37:54,1,1,1,16,16,17,5,Product Viewed,Smartphones,220
CUST1251,59,Other,Illinois,PST,Email,2024-09-20 23:44:49,0.59,Loyal Customer,2024-08-25 08:29:53,Transactional,2024-07-22 09:28:08,1,1,0,18,14,9,14,Product Viewed,Smartphones,363
CUST1252,42,Female,Illinois,EST,Email,2024-09-26 19:08:15,0.5,Loyal Customer,2024-09-17 03:09:19,Promotional,2024-08-26 18:52:51,0,0,0,11,18,16,12,Product Viewed,Smartphones,363
CUST1253,45,Other,New York,CST,Email,2024-07-26 01:05:38,0.75,At-Risk,2024-07-30 03:10:53,Promotional,2024-08-08 16:58:04,0,0,0,12,17,1,11,Product Viewed,Smartphones,475
CUST1254,32,Other,California,PST,Email,2024-08-19 23:57:29,0.71,At-Risk,2024-07-16 02:46:15,Transactional,2024-09-08 22:39:30,0,0,0,11,19,4,13,Product Viewed,Smartphones,114
CUST1255,44,Other,New York,CST,Push,2024-08-24 10:53:47,0.45,First-Time Buyer,,Promotional,2024-08-24 12:56:03,0,0,0,23,23,3,9,Product Viewed,Smartphones,95
CUST1256,62,Other,Texas,EST,Email,2024-09-14 01:41:26,0.32,First-Time Buyer,,Promotional,2024-09-28 09:11:56,0,0,0,20,21,8,21,Product Viewed,Smartphones,472
CUST1257,50,Female,Texas,EST,Email,2024-07-13 10:51:53,0.65,First-Time Buyer,2024-07-30 01:40:15,Promotional,2024-09-07 21:42:04,1,1,0,8,10,14,7,Product Viewed,Smartphones,144
CUST1258,62,Other,New York,CST,Push,2024-08-08 18:28:03,0.29,Loyal Customer,2024-09-02 16:19:34,Informational,2024-08-17 17:06:57,0,0,0,15,15,20,19,Product Viewed,Smartphones,402
CUST1259,27,Other,Texas,CST,Email,2024-08-06 03:06:24,0.68,Frequent Buyer,2024-07-25 17:33:19,Promotional,2024-08-28 19:48:46,1,1,0,6,2,18,10,Product Viewed,Smartphones,323
CUST1260,30,Other,Texas,MST,Push,2024-07-22 14:27:03,0.14,Loyal Customer,2024-09-28 22:06:04,Transactional,2024-08-30 03:29:57,1,0,0,19,19,4,18,Product Viewed,Smartphones,326
CUST1261,61,Female,Illinois,MST,Email,2024-07-23 04:29:34,0.59,Frequent Buyer,,Promotional,2024-08-28 01:36:48,1,0,0,17,5,7,19,Product Viewed,Smartphones,127
CUST1262,30,Female,New York,EST,Email,2024-07-29 12:48:43,0.14,At-Risk,2024-09-27 17:03:58,Transactional,2024-07-21 05:32:23,0,0,0,12,8,23,18,Product Viewed,Smartphones,384
CUST1263,23,Female,Texas,MST,Push,2024-08-28 18:07:08,0.58,First-Time Buyer,2024-08-14 22:43:40,Transactional,2024-08-31 23:05:59,1,0,0,10,10,21,1,Product Viewed,Smartphones,299
CUST1264,32,Other,Illinois,PST,Push,2024-09-20 13:52:26,0.85,First-Time Buyer,2024-08-19 17:50:30,Promotional,2024-07-31 17:52:23,1,1,0,8,8,12,6,Product Viewed,Smartphones,433
CUST1265,37,Male,New York,PST,Email,2024-09-12 09:52:25,0.82,Frequent Buyer,2024-07-17 22:04:51,Promotional,2024-07-17 03:52:52,0,0,0,15,19,14,23,Product Viewed,Smartphones,84
CUST1266,63,Female,Texas,CST,Push,2024-09-24 12:26:25,0.13,At-Risk,,Informational,2024-09-27 23:09:33,0,0,0,15,15,7,17,Product Viewed,Smartphones,405
CUST1267,25,Other,California,EST,Push,2024-09-02 13:00:15,0.59,At-Risk,2024-07-07 08:38:44,Informational,2024-07-05 17:18:53,1,0,0,22,22,2,12,Product Viewed,Smartphones,268
CUST1268,42,Male,Florida,PST,Email,2024-08-05 00:45:53,0.75,First-Time Buyer,,Informational,2024-08-17 07:16:01,0,0,0,0,19,7,0,Product Viewed,Smartphones,342
CUST1269,21,Other,New York,EST,Email,2024-07-21 02:18:50,0.46,Loyal Customer,2024-08-29 08:57:26,Promotional,2024-07-15 14:16:16,0,0,0,10,1,5,3,Product Viewed,Smartphones,220
CUST1270,25,Female,California,MST,Email,2024-09-23 08:40:05,0.43,High-Value,2024-08-10 23:15:35,Transactional,2024-09-19 08:28:37,0,0,0,12,5,14,6,Product Viewed,Smartphones,278
CUST1271,60,Other,New York,MST,Push,2024-08-02 22:56:43,0.37,High-Value,2024-07-27 19:10:01,Promotional,2024-08-06 00:30:58,0,0,0,22,22,0,7,Product Viewed,Smartphones,401
CUST1272,19,Male,California,EST,Push,2024-07-24 23:35:16,0.8,High-Value,,Promotional,2024-08-22 05:58:06,0,0,0,12,12,22,3,Product Viewed,Smartphones,151
CUST1273,61,Other,California,EST,Email,2024-07-19 16:04:47,0.58,High-Value,,Promotional,2024-09-24 12:07:31,0,0,0,15,3,5,8,Product Viewed,Smartphones,338
